name,number,rarity,url,name_detail,element,hp,defense,crafting_speed,melee_attack,shot_attack,price,stamina,support,running_speed,sprinting_speed,slow_walk_speed,work_suitability,partner_skill,passive_skills,active_skills,possible_drops
Fuack,6,Common,https://palworld.gg/pal/fuack,Fuack,Water,60,60,100,80,80,1120,100,100,300,400,70,Gathering; Cooling; Deforesting; Kindling; Generating Electricity; Handiwork (Lv); Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting (Lv); Watering (Lv),"Surfing Slam
When activated, BluePlatypus
body surfs towards an enemy and slams into them.",,"Aqua Gun
- Lv 1
Power:
40
Cooldown:
4
Range:
500 - 5000
Hurls a ball of water
straight at an enemy.
Power Shot
- Lv 7
Power:
35
Cooldown:
4
Range:
600 - 3000
Charges energy
into a focused blast.
Hydro Jet
- Lv 15
Power:
30
Cooldown:
2
Range:
500 - 5000
Hurls a high speed ball of water
at an enemy.
Ice Missile
- Lv 22
Power:
30
Cooldown:
3
Range:
800 - 3000
Creates ice lances in the air
that fly towards enemies.
Bubble Blast
- Lv 30
Power:
65
Cooldown:
13
Range:
1000 - 3500
Fires numerous bubbles
that slowly pursue an enemy.
Aqua Burst
- Lv 40
Power:
100
Cooldown:
30
Range:
1000 - 9999
Creates a giant ball of water
and hurls it at an enemy.
Hydro Laser
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Shoots pressurized water at extreme velocities,
sweeping over a wide area in front of it.",(hover over item to see description) Item Amount Rate Leather 1 - 1 100% Pal Fluids 1 - 1 100%
Fuack Ignis,6,Common,https://palworld.gg/pal/fuack-ignis,Fuack Ignis,Fire,60,60,100,100,85,1340,100,100,300,400,70,Gathering; Cooling; Deforesting; Kindling (Lv); Generating Electricity; Handiwork (Lv); Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting (Lv); Watering (Lv),"Fire Tackle
When activated, BluePlatypus_Fire fire surfs towards an enemy and slams into them.",,"Ignis Blast
- Lv 1
Power:
30
Cooldown:
2
Range:
500 - 5000
Hurls a ball of fire 
straight at an enemy.
Spirit Fire
- Lv 7
Power:
45
Cooldown:
7
Range:
1000 - 3000
Shoots fireballs towards an enemy. 
The fireballs explode after a short distance, 
generating smaller fireballs that spread forward.
Bubble Blast
- Lv 15
Power:
65
Cooldown:
13
Range:
1000 - 3500
Fires numerous bubbles
that slowly pursue an enemy.
Ignis Breath
- Lv 22
Power:
70
Cooldown:
15
Range:
500 - 1500
Shoots flames at an enemy,
dealing continuous damage.
Flame Wall
- Lv 30
Power:
100
Cooldown:
30
Range:
0 - 5000
Creates a wall of flames at the enemy's location.
The wall of flames will remain for a while,
and deal damage to the enemies it touches.
Hydro Slicer
- Lv 40
Power:
130
Cooldown:
45
Range:
0 - 4000
Mows down the frontal area with a blast of compressed water.
The area struck by the blast erupts with water after a short delay.
Volcanic Rain
- Lv 50
Power:
130
Cooldown:
45
Range:
0 - 2000
Fires countless volcanic bombs into the sky.
After a while, the bombs rain down around their originator.",(hover over item to see description) Item Amount Rate Leather 1 - 1 100% Pal Fluids 1 - 1 100% Flame Organ 1 - 2 50%
Fuddler,22,Common,https://palworld.gg/pal/fuddler,Fuddler,Earth,65,50,100,100,80,1360,100,100,300,550,30,Gathering; Cooling; Deforesting; Kindling; Generating Electricity; Handiwork (Lv); Mining (Lv); Farming; Oil Extracting; Medicine Production; Planting; Transporting (Lv); Watering,"Ore Detector
When activated, generates subtle vibrations
to detect nearby ore.",,"Bog Blast
- Lv 1
Power:
40
Cooldown:
4
Range:
500 - 3000
Hurls sticky mud
at an enemy.
Power Shot
- Lv 7
Power:
35
Cooldown:
4
Range:
600 - 3000
Charges energy
into a focused blast.
Stone Blast
- Lv 15
Power:
55
Cooldown:
10
Range:
500 - 4000
Fires a barrage of stones forward.
Stone Cannon
- Lv 22
Power:
70
Cooldown:
15
Range:
500 - 2500
Digs up a boulder
and hurls it at an enemy.
Power Bomb
- Lv 30
Power:
70
Cooldown:
15
Range:
1000 - 9999
Charges a massive amount of energy
before firing a large destructive ball.
Sand Tornado
- Lv 40
Power:
80
Cooldown:
18
Range:
100 - 3000
Generates two sand tornadoes on either side
before launching them at an enemy.
Rock Lance
- Lv 50
Power:
150
Cooldown:
55
Range:
100 - 9999
Generates a sharp rock spear
under an enemy.",(hover over item to see description) Item Amount Rate Leather 1 - 2 100%
Galeclaw,47,Common,https://palworld.gg/pal/galeclaw,Galeclaw,Normal,75,60,100,120,85,2010,100,100,600,700,100,Gathering (Lv); Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Galeclaw Glider
While in team, modifies the performance of the equipped glider. 
Enables high-speed gliding and allows shooting with the right hand.",,"Gale Claw
- Lv 1
Power:
60
Cooldown:
8
Range:
0 - 1000
Eagle's exclusive skill.
With talons outstretched, 
it glides forward in a ferocious charge.
Air Cannon
- Lv 7
Power:
25
Cooldown:
2
Range:
500 - 4000
Quickly fires a burst of highly pressurized air.
Bog Blast
- Lv 15
Power:
40
Cooldown:
4
Range:
500 - 3000
Hurls sticky mud
at an enemy.
Wind Cutter
- Lv 22
Power:
30
Cooldown:
2
Range:
500 - 5000
Fires a high speed blade of wind
that flies straight at an enemy.
Sand Tornado
- Lv 30
Power:
80
Cooldown:
18
Range:
100 - 3000
Generates two sand tornadoes on either side
before launching them at an enemy.
Grass Tornado
- Lv 40
Power:
80
Cooldown:
18
Range:
700 - 3000
Generates two tornadoes on either side 
before launching them at an enemy.
Pal Blast
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges destructive energy before firing
a high-powered beam forward across a wide area.",(hover over item to see description) Item Amount Rate Galeclaw Poultry 1 - 1 100% Leather 1 - 1 100%
Ghangler,153,Rare,https://palworld.gg/pal/ghangler,Ghangler,Dark,90,105,100,100,125,6850,320,100,400,600,100,Gathering; Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting (Lv); Watering (Lv),"Master Night Angler
Can be ridden to travel quickly across water.
While fighting together, the time it takes for Pals to bite during night fishing is reduced.
Contact us
Privacy Policy
Wuthering.gg
PlaysSuikaGame.com
Marvel Rivals Tracker
We are not associated with or endorsed by Pocket Pair, Inc.",,,(hover over item to see description) Item Amount Rate Bone 2 - 3 100% Venom Gland 2 - 4 100%
Ghangler Ignis,153,Rare,https://palworld.gg/pal/ghangler-ignis,Ghangler Ignis,Fire,90,105,100,100,130,7240,320,100,400,600,100,Gathering; Cooling; Deforesting; Kindling (Lv); Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting (Lv); Watering (Lv),"Flame Lantern
Can be ridden to travel quickly across water.
While fighting together, the time it takes for Pals to bite during night fishing is reduced.
Contact us
Privacy Policy
Wuthering.gg
PlaysSuikaGame.com
Marvel Rivals Tracker
We are not associated with or endorsed by Pocket Pair, Inc.",,,(hover over item to see description) Item Amount Rate Bone 2 - 3 100% Flame Organ 1 - 2 50%
Gildane,140,Epic,https://palworld.gg/pal/gildane,Gildane,Earth,120,110,100,100,110,8750,200,100,840,1260,170,Gathering (Lv); Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Sandstorm's Blessing
Can be ridden.
Changes the player's attack type to COMMON_ELEMENT_NAME_Earth while mounted.",,"Power Shot
- Lv 1
Power:
35
Cooldown:
4
Range:
600 - 3000
Charges energy
into a focused blast.
Bog Blast
- Lv 7
Power:
40
Cooldown:
4
Range:
500 - 3000
Hurls sticky mud
at an enemy.
Stone Blast
- Lv 15
Power:
55
Cooldown:
10
Range:
500 - 4000
Fires a barrage of stones forward.
Power Bomb
- Lv 22
Power:
70
Cooldown:
15
Range:
1000 - 9999
Charges a massive amount of energy
before firing a large destructive ball.
Rockburst
- Lv 30
Power:
130
Cooldown:
35
Range:
0 - 1200
Causes the ground to shake before hurling a massive stone mass at its surroundings.
Crash Dash
- Lv 40
Power:
120
Cooldown:
28
Range:
500 - 3000
GoldenHorse's exclusive skill.
Charges forward, hurling rocks to the left and right with great force.
Stone Beat
- Lv 50
Power:
170
Cooldown:
60
Range:
0 - 5000
Shakes the ground and lifts a massive boulder into the air.",(hover over item to see description) Item Amount Rate Leather 2 - 3 100%
Gloopie,151,Rare,https://palworld.gg/pal/gloopie,Gloopie,Dark,70,70,100,100,85,1930,100,100,300,500,50,Gathering; Cooling; Deforesting; Kindling; Generating Electricity; Handiwork (Lv); Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting (Lv); Watering (Lv),"Sticky Princess
While fighting together, 
the capture gauge decreases more slowly in the fishing minigame 
when the capture bars are not overlapping.",,"Hydro Jet
- Lv 1
Power:
30
Cooldown:
2
Range:
500 - 5000
Hurls a high speed ball of water
at an enemy.
Shadow Burst
- Lv 7
Power:
55
Cooldown:
10
Range:
0 - 300
Quickly discharges dark energy,
damaging those around it.
- Lv 15
Power:
85
Cooldown:
12
Range:
0 - 4000
Splash
- Lv 22
Power:
90
Cooldown:
22
Range:
0 - 9999
Generates a column of water that travels in a straight line.
Nightmare Ball
- Lv 30
Power:
100
Cooldown:
30
Range:
1000 - 9999
Creates a giant ball of darkness
and hurls it at an enemy.
Torrential Blast
- Lv 40
Power:
110
Cooldown:
35
Range:
500 - 3000
Fires a high-pressure stream of water forward.
After a short delay, the stream branches off to the left and right.
Hydro Slicer
- Lv 50
Power:
130
Cooldown:
45
Range:
0 - 4000
Mows down the frontal area with a blast of compressed water.
The area struck by the blast erupts with water after a short delay.",(hover over item to see description) Item Amount Rate Pal Fluids 1 - 2 100% Gloopie Tentacle 1 - 2 100%
Gobfin,31,Common,https://palworld.gg/pal/gobfin,Gobfin,Water,90,75,100,90,90,1840,100,100,400,500,50,Gathering; Cooling; Deforesting; Kindling; Generating Electricity; Handiwork (Lv); Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting (Lv); Watering (Lv),"Angry Shark
When activated, attacks targeted enemy with a
powerful WaterGun.
While in team, increases player's attack power.",,"Hydro Jet
- Lv 1
Power:
30
Cooldown:
2
Range:
500 - 5000
Hurls a high speed ball of water
at an enemy.
Power Shot
- Lv 7
Power:
35
Cooldown:
4
Range:
600 - 3000
Charges energy
into a focused blast.
Aqua Gun
- Lv 15
Power:
40
Cooldown:
4
Range:
500 - 5000
Hurls a ball of water
straight at an enemy.
Bubble Blast
- Lv 22
Power:
65
Cooldown:
13
Range:
1000 - 3500
Fires numerous bubbles
that slowly pursue an enemy.
Icicle Cutter
- Lv 30
Power:
55
Cooldown:
10
Range:
500 - 4000
Creates a crescent blade of ice
and hurls it forward.
Aqua Burst
- Lv 40
Power:
100
Cooldown:
30
Range:
1000 - 9999
Creates a giant ball of water
and hurls it at an enemy.
Hydro Laser
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Shoots pressurized water at extreme velocities,
sweeping over a wide area in front of it.",(hover over item to see description) Item Amount Rate Pal Fluids 1 - 1 100%
Gobfin Ignis,31,Common,https://palworld.gg/pal/gobfin-ignis,Gobfin Ignis,Fire,90,75,100,90,90,1800,100,100,400,500,50,Gathering; Cooling; Deforesting; Kindling (Lv); Generating Electricity; Handiwork (Lv); Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting (Lv); Watering,"Angry Shark
When activated, attacks targeted enemy with a
powerful FireSeed.
While in team, increases player's attack power.",,"Ignis Blast
- Lv 1
Power:
30
Cooldown:
2
Range:
500 - 5000
Hurls a ball of fire 
straight at an enemy.
Power Shot
- Lv 7
Power:
35
Cooldown:
4
Range:
600 - 3000
Charges energy
into a focused blast.
Spirit Fire
- Lv 15
Power:
45
Cooldown:
7
Range:
1000 - 3000
Shoots fireballs towards an enemy. 
The fireballs explode after a short distance, 
generating smaller fireballs that spread forward.
Flare Arrow
- Lv 22
Power:
55
Cooldown:
10
Range:
500 - 5000
Fires three flaming arrows in succession
that home in on an enemy.
Lightning Streak
- Lv 30
Power:
75
Cooldown:
16
Range:
500 - 2000
Generates a lightning bolt 
that moves forward in a line.
Fire Ball
- Lv 40
Power:
150
Cooldown:
55
Range:
500 - 9999
Creates a giant ball of flame and hurls it at an enemy.
The ball explodes over a wide area upon impact.
Ignis Rage
- Lv 50
Power:
120
Cooldown:
40
Range:
100 - 1000
Infuses the surrounding ground with energy, 
causing it to explode after a set amount of time.",(hover over item to see description) Item Amount Rate Flame Organ 1 - 1 100%
Gorirat,49,Rare,https://palworld.gg/pal/gorirat,Gorirat,Normal,90,90,100,110,95,2010,100,100,550,720,66,Gathering; Cooling; Deforesting (Lv); Kindling; Generating Electricity; Handiwork (Lv); Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting (Lv); Watering,"Full-Power Gorilla Mode
When activated, unleashes a primal fury that
increases Gorilla's attack power for a limited time.","Hooligan
Rank 1","Bog Blast
- Lv 1
Power:
40
Cooldown:
4
Range:
500 - 3000
Hurls sticky mud
at an enemy.
Power Shot
- Lv 7
Power:
35
Cooldown:
4
Range:
600 - 3000
Charges energy
into a focused blast.
Ground Pound
- Lv 15
Power:
85
Cooldown:
14
Range:
0 - 500
Gorilla's exclusive skill.
Pounds the ground twice before leaping into the air
and delivers a powerful punch.
Stone Blast
- Lv 22
Power:
55
Cooldown:
10
Range:
500 - 4000
Fires a barrage of stones forward.
Seed Machine Gun
- Lv 30
Power:
50
Cooldown:
9
Range:
0 - 300
Fires a volley of hard seeds
at enemies in front of it.
Power Bomb
- Lv 40
Power:
70
Cooldown:
15
Range:
1000 - 9999
Charges a massive amount of energy
before firing a large destructive ball.
Pal Blast
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges destructive energy before firing
a high-powered beam forward across a wide area.",(hover over item to see description) Item Amount Rate Leather 1 - 2 100% Bone 1 - 1 100%
Gorirat Terra,49,Rare,https://palworld.gg/pal/gorirat-terra,Gorirat Terra,Earth,90,90,100,110,100,4020,100,100,550,720,66,Gathering; Cooling; Deforesting; Kindling; Generating Electricity; Handiwork (Lv); Mining (Lv); Farming; Oil Extracting; Medicine Production; Planting; Transporting (Lv); Watering,"Full-Power Gorilla Mode
When activated, unleashes a primal fury that
increases Gorilla_Ground's attack power for a limited time.","Hooligan
Rank 1","Power Shot
- Lv 1
Power:
35
Cooldown:
4
Range:
600 - 3000
Charges energy
into a focused blast.
Bog Blast
- Lv 7
Power:
40
Cooldown:
4
Range:
500 - 3000
Hurls sticky mud
at an enemy.
Stone Blast
- Lv 15
Power:
55
Cooldown:
10
Range:
500 - 4000
Fires a barrage of stones forward.
Stone Cannon
- Lv 22
Power:
70
Cooldown:
15
Range:
500 - 2500
Digs up a boulder
and hurls it at an enemy.
Ground Pound
- Lv 30
Power:
85
Cooldown:
14
Range:
0 - 500
Gorilla's exclusive skill.
Pounds the ground twice before leaping into the air
and delivers a powerful punch.
Rockburst
- Lv 40
Power:
130
Cooldown:
35
Range:
0 - 1200
Causes the ground to shake before hurling a massive stone mass at its surroundings.
Rock Lance
- Lv 50
Power:
150
Cooldown:
55
Range:
100 - 9999
Generates a sharp rock spear
under an enemy.",(hover over item to see description) Item Amount Rate Ore 2 - 3 100% Bone 1 - 1 100%
Green Slime,-1,Common,https://palworld.gg/pal/green-slime,Green Slime,Leaf,65,80,100,100,70,3000,100,100,300,450,25,Gathering; Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting (Lv); Watering,"Slime Body
Can be ridden. 
Can jump high into the air while mounted.",,"Slime Press (Grass)
- Lv 1
Power:
50
Cooldown:
1
Range:
0 - 600
YakushimaMonster001's exclusive skill. 
Leaps toward the enemy and delivers an attack.",(hover over item to see description) Item Amount Rate Hallowed Bar 1 - 1 100%
Grintale,52,Rare,https://palworld.gg/pal/grintale,Grintale,Normal,110,80,100,100,80,5510,100,100,650,1000,32,Gathering (Lv); Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Plump Body
Can be ridden.
Enhances COMMON_ELEMENT_NAME_Normal attacks while mounted.",,"Bog Blast
- Lv 1
Power:
40
Cooldown:
4
Range:
500 - 3000
Hurls sticky mud
at an enemy.
Power Shot
- Lv 7
Power:
35
Cooldown:
4
Range:
600 - 3000
Charges energy
into a focused blast.
Cat Press
- Lv 15
Power:
60
Cooldown:
9
Range:
0 - 1500
Grintale's exclusive skill.
Grins menacingly before leaping into the air
and smashing foes with its body.
Stone Blast
- Lv 22
Power:
55
Cooldown:
10
Range:
500 - 4000
Fires a barrage of stones forward.
Stone Cannon
- Lv 30
Power:
70
Cooldown:
15
Range:
500 - 2500
Digs up a boulder
and hurls it at an enemy.
Power Bomb
- Lv 40
Power:
70
Cooldown:
15
Range:
1000 - 9999
Charges a massive amount of energy
before firing a large destructive ball.
Pal Blast
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges destructive energy before firing
a high-powered beam forward across a wide area.",(hover over item to see description) Item Amount Rate High Quality Pal Oil 1 - 3 100%
Grizzbolt,103,Epic,https://palworld.gg/pal/grizzbolt,Grizzbolt,Electricity,105,100,100,120,100,7720,180,100,600,1000,80,Gathering; Cooling; Deforesting (Lv); Kindling; Generating Electricity (Lv); Handiwork (Lv); Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting (Lv); Watering,"Yellow Tank
Can be ridden.
Can rapidly fire a minigun while mounted.",,"Spark Blast
- Lv 1
Power:
30
Cooldown:
2
Range:
500 - 5000
Releases lightning orbs in a fan shape, 
spreading as they travel.
Shockwave
- Lv 7
Power:
40
Cooldown:
4
Range:
0 - 300
Quickly discharges electricity,
shocking those around it.
Lightning Claw
- Lv 15
Power:
90
Cooldown:
22
Range:
0 - 700
ElecPanda's exclusive skill.
After leaping at an enemy and tearing at it twice with its electrically charged claws, it attacks the ground, sending an electric shock throughout the area.
Lightning Streak
- Lv 22
Power:
75
Cooldown:
16
Range:
500 - 2000
Generates a lightning bolt 
that moves forward in a line.
Tri-Lightning
- Lv 30
Power:
90
Cooldown:
22
Range:
0 - 9999
Generates lightning that strikes
an enemy three times from above.
Lightning Strike
- Lv 40
Power:
120
Cooldown:
40
Range:
0 - 500
Acts as a lightning rod, calling down thunderbolts
that electrocute the surrounding area.
Lightning Bolt
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 3000
Charges electric energy before
blasting enemies with a powerful shock.
Heavy Thunder Tank
- Lv 55
Power:
160
Cooldown:
42
Range:
300 - 3000
Grizzbolt's exclusive skill.
Pulls out a minigun out of nowhere and starts blasting. 
Finishes with a single, charged power shot.",(hover over item to see description) Item Amount Rate Electric Organ 2 - 4 100% Leather 2 - 3 100%
